station_code,name,address,suburb,postcode,brand,price,date
631,EG Ampol Macarthur Square,"MACARTHUR SQUARE, GILCHRIST DR, CAMPBELLTOWN NSW 2560","GILCHRIST DR, CAMPBELLTOWN",2560,EG Ampol,181.9,2026-04-26
633,EG Ampol Singleton,"Cnr Ryan Avenue & Burn Lane, Singleton NSW 2330",Singleton,2330,EG Ampol,181.9,2026-04-26
635,Shell Reddy Express Lane Cove,"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066",Lane Cove,2066,Reddy Express,181.9,2026-04-26
639,EG Ampol Prospect,"360 Flushcombe Road, Prospect NSW 2148",Prospect,2148,EG Ampol,185.9,2026-04-26
640,EG Ampol Burwood,"400 Parramatta Road, Burwood NSW 2134",Burwood,2134,EG Ampol,172.9,2026-04-26
641,EG Ampol Corrimal,"275-277 Princes Highway, Corrimal NSW 2518",Corrimal,2518,EG Ampol,176.9,2026-04-26
643,EG Ampol Glenrose,"60 Glenn Street, Belrose NSW 2085",Belrose,2085,EG Ampol,179.9,2026-04-26
644,EG Ampol Vincentia,"Cnr Naval College Rd & Moona Creek Rd, Vincentia NSW 2540",Vincentia,2540,EG Ampol,195.9,2026-04-26
647,EG Ampol Fairfield Heights,"163 THE BOULEVARDE, FAIRFIELD HEIGHTS NSW 2165",FAIRFIELD HEIGHTS,2165,EG Ampol,189.9,2026-04-26
649,EG Ampol Carnes Hill,"Kurrajong Road (Carnes Hill Marketplace), Hoxton Park NSW 2171",Hoxton Park,2171,EG Ampol,181.9,2026-04-26
652,EG Ampol Umina,"337 West Street (Cnr Ocean Beach Road), Umina NSW 2257",Umina,2257,EG Ampol,177.9,2026-04-26
657,Shell Reddy Express Cammeray,"477-483 Miller St & Palmer St, Cammeray NSW 2062",Cammeray,2062,Reddy Express,181.9,2026-04-26
659,EG Ampol Banksia,"314 Princes Highway (Cnr Banksia Street), Banksia NSW 2216",Banksia,2216,EG Ampol,189.9,2026-04-26
660,EG Ampol Chatswood East,"364-366 Eastern Valley Way, Chatswood East NSW 2067",Chatswood East,2067,EG Ampol,179.9,2026-04-26
661,EG Ampol Redfern,"475 Cleveland St, Redfern NSW 2016",Redfern,2016,EG Ampol,179.9,2026-04-26
662,EG Ampol Brookvale,"756 Pittwater Rd (Cnr West St), Brookvale NSW 2100",Brookvale,2100,EG Ampol,181.9,2026-04-26
663,EG Ampol Turramurra,"1233 Pacific Highway, Turramurra NSW 2074",Turramurra,2074,EG Ampol,181.9,2026-04-26
664,EG Ampol Newport,"348 Barrenjoey Road, Newport NSW 2106",Newport,2106,EG Ampol,179.9,2026-04-26
665,EG Ampol Gloucester,"115-115 Church Street, Gloucester NSW 2422",Gloucester,2422,EG Ampol,217.9,2026-04-26
666,EG Ampol Dural,"532 Old Northern Road, Dural NSW 2158",Dural,2158,EG Ampol,181.9,2026-04-26
667,EG Ampol Lithgow,"41 Lithgow Street (Cnr Mort Street), Lithgow NSW 2790",Lithgow,2790,EG Ampol,181.9,2026-04-26
668,Shell Reddy Express Dapto,"152-158 Princes Hwy, Dapto NSW 2530",Dapto,2530,Reddy Express,181.9,2026-04-26
669,Shell Reddy  Express Forestville,"665-671 Warringah Rd (Cnr Cook St), Forestville NSW 2087",Forestville,2087,Reddy Express,176.9,2026-04-26
670,EG Ampol Fairy Meadow,"47 Princes Highway, Fairy Meadow NSW 2519",Fairy Meadow,2519,EG Ampol,179.9,2026-04-26
671,EG Ampol Batemans Bay,"27 Vesper Street (Cnr Princes Hwy & Guy St), Batemans Bay NSW 2536",Batemans Bay,2536,EG Ampol,181.9,2026-04-26
672,EG Ampol Hoxton Park,"490 Cowpasture Road, Hoxton Park NSW 2171",Hoxton Park,2171,EG Ampol,181.9,2026-04-26
673,EG Ampol Marrickville,"490 Illawarra Road (Cnr Hill Street), Marrickville NSW 2204",Marrickville,2204,EG Ampol,180.9,2026-04-26
674,EG Ampol Campbelltown Mall,"90-94 Queen Street (Cnr Broughton Street), Campbelltown NSW 2560",Campbelltown,2560,EG Ampol,181.9,2026-04-26
675,EG Ampol Peakhurst,"742 Forest Road, Peakhurst NSW 2210",Peakhurst,2210,EG Ampol,178.9,2026-04-26
679,EG Ampol Kogarah,"69 Princes Hwy (cnr Gladstone St), Kogarah NSW 2217",Kogarah,2217,EG Ampol,180.9,2026-04-26
680,Coles Express Neutral Bay,"200-204 Ben Boyd Rd (Cnr Ernest St), Neutral Bay NSW 2089",Neutral Bay,2089,Coles Express,181.9,2026-04-26
681,EG Ampol Lake Munmorah,"Cnr Pacific Highway & Tall Timbers Road, Lake Munmorah NSW 2259",Lake Munmorah,2259,EG Ampol,181.9,2026-04-26
682,EG Ampol Greenacre,"51 Roberts Road (Cnr Amarina St), Greenacre NSW 2190",Greenacre,2190,EG Ampol,181.9,2026-04-26
683,EG Ampol Byron Bay,"76-78 Shirley Street, Byron Bay NSW 2481",Byron Bay,2481,EG Ampol,197.9,2026-04-26
684,EG Ampol Lismore,"99 Diadem Street, Lismore NSW 2480",Lismore,2480,EG Ampol,181.9,2026-04-26
685,EG Ampol Ballina,"44 Pacific Hwy (Cnr Kerr & Bangalow Sts), Ballina NSW 2478",Ballina,2478,EG Ampol,192.9,2026-04-26
686,EG Ampol Tweed Heads South,"98-100 Minjungbal Drive (Pacific Hwy), Tweed Heads NSW 2486",Tweed Heads,2486,EG Ampol,177.9,2026-04-26
688,EG Ampol Casino,"130 Canterbury St (Cnr The Summerland Way), Casino NSW 2470",Casino,2470,EG Ampol,181.9,2026-04-26
691,Shell Reddy  Express Armidale,"89-93 Marsh St, Armidale NSW 2350",Armidale,2350,Reddy Express,181.9,2026-04-26
695,EG Ampol Ulladulla,"155-157 Princes Highway, Ulladulla NSW 2539",Ulladulla,2539,EG Ampol,201.9,2026-04-26
700,EG Ampol Charlestown,"93 Pacific Highway, Charlestown NSW 2290",Charlestown,2290,EG Ampol,181.9,2026-04-26
701,EG Ampol Spring Farm,"254a Richardson Street, Spring Farm NSW 2570",Spring Farm,2570,EG Ampol,179.9,2026-04-26
702,Coles Express Batehaven,"198 Beach Road, Batehaven NSW 2536",Batehaven,2536,Coles Express,181.9,2026-04-26
703,EG Ampol Moss Vale,"609 Argyle Street, Moss Vale NSW 2577",Moss Vale,2577,EG Ampol,181.9,2026-04-26
709,Ampol Foodary Wollongong North,"9 Flinders St, Wollongong North NSW 2500",Wollongong North,2500,Ampol Foodary,176.9,2026-04-26
710,Ampol Foodary Seven Hills,"105 Station Rd Cnr Powers St, Seven Hills NSW 2147",Seven Hills,2147,Ampol Foodary,179.9,2026-04-26
713,Shell Reddy  Express Hexham,"21 Maitland Road, Hexham NSW 2322",Hexham,2322,Reddy Express,181.9,2026-04-26
714,Ampol Foodary Taree,"Cnr Manning River Dr & Glenthorne, Taree South NSW 2430",Taree South,2430,Ampol Foodary,176.9,2026-04-26
724,Shell Reddy Express Brookvale,"198 Harbord Rd (Cnr Winbourne Rd), Brookvale NSW 2100",Brookvale,2100,Reddy Express,181.9,2026-04-26
735,Shell Reddy  Express Narrabeen,"1418 Pittwater Rd, Narrabeen NSW 2101",Narrabeen,2101,Reddy Express,176.9,2026-04-26
746,Shell Reddy Express Avalon,"2 Avalon Pde (Cnr Barrenjoey Rd), Avalon Beach NSW 2107",Avalon Beach,2107,Reddy Express,181.9,2026-04-26
766,Ampol Foodary Ambarvale,"37 Woodhouse Dr Cnr Wickfield St, Ambarvale NSW 2560",Ambarvale,2560,Ampol Foodary,181.9,2026-04-26
768,Shell Reddy  Express Gundagai,"Mount St & Middle St, Gundagai NSW 2722",Gundagai,2722,Reddy Express,176.9,2026-04-26
782,Ampol Foodary Northmead,"98-100 Windsor Rd Cnr Lombard Rd, Northmead NSW 2152",Northmead,2152,Ampol Foodary,177.9,2026-04-26
787,Ampol Foodary Neutral Bay,"16-38 Military Rd, Neutral Bay NSW 2089",Neutral Bay,2089,Ampol Foodary,181.9,2026-04-26
802,Shell Reddy Express Annandale,"124-126 Johnston Street, Annandale NSW 2038",Annandale,2038,Reddy Express,181.9,2026-04-26
813,Shell Reddy Express Drummoyne,"39- 51 Victoria Rd, Drummoyne NSW 2047",Drummoyne,2047,Reddy Express,176.9,2026-04-26
819,Ampol Foodary Gosford West (East Bound),"69-71 Pacific Highway, Gosford West NSW 2250",Gosford West,2250,Ampol Foodary,177.9,2026-04-26
824,Shell Reddy Express Lidcombe,"18 Parramatta Road, Lidcombe NSW 2141",Lidcombe,2141,Reddy Express,176.9,2026-04-26
834,Ampol Foodary North Ryde,"41-43 Epping Rd Cnr Wicks Rd, North Ryde NSW 2113",North Ryde,2113,Ampol Foodary,176.9,2026-04-26
846,Shell Reddy  Express Muswellbrook,"148 Bridge Street (Cnr Hill St), Muswellbrook NSW 2333",Muswellbrook,2333,Reddy Express,181.9,2026-04-26
848,Ampol Foodary Menai,"Menai Rd Cnr Carter Rd, Menai NSW 2234",Menai,2234,Ampol Foodary,189.9,2026-04-26
857,Shell Reddy Express Maitland,"233 High St (Cnr Smith St), Maitland NSW 2320",Maitland,2320,Reddy Express,181.9,2026-04-26
860,Ampol Foodary Padstow,"115 Fairford Rd, Padstow NSW 2211",Padstow,2211,Ampol Foodary,176.9,2026-04-26
864,Ampol Foodary Penrith,"153 Coreen Ave Cnr Castlereagh Rd, Penrith NSW 2750",Penrith,2750,Ampol Foodary,189.9,2026-04-26
866,Ampol Foodary Leppington,"1370-1380 Camden Valley Hwy, LEPPINGTON NSW 2179",LEPPINGTON,2179,Ampol Foodary,181.9,2026-04-26
868,Shell Reddy Express Rutherford,"118 New England Hwy, Rutherford NSW 2320",Rutherford,2320,Reddy Express,181.9,2026-04-26
874,Ampol Foodary Gosford West (West Bound),"30A Pacific Hwy, Gosford West NSW 2250",Gosford West,2250,Ampol Foodary,177.9,2026-04-26
879,Shell Reddy  Express Raymond Terrace,"105 Pacific Hwy (Cnr Kangaroo St), Raymond Terrace NSW 2324",Raymond Terrace,2324,Reddy Express,181.9,2026-04-26
880,Ampol Foodary Windsor South,"741 George St, Windsor South NSW 2756",Windsor South,2756,Ampol Foodary,182.9,2026-04-26
889,Ampol Foodary Luddenham,"105 WILLMINGTON RD, LUDDENHAM NSW 2745",LUDDENHAM,2745,Ampol Foodary,194.9,2026-04-26
890,Shell Reddy  Express Heathcote,"1355 Princess Hwy (Cnr Oliver Rd), Heathcote NSW 2233",Heathcote,2233,Reddy Express,181.9,2026-04-26
901,Ampol Foodary Wyong M1 Southbound Petrol,"M1 Southbound, Wyong NSW 2259",Wyong,2259,Ampol Foodary,202.9,2026-04-26
903,Ampol Foodary Wyong M1 Northbound Diesel,"M1 Northbound, Wyong NSW 2259",Wyong,2259,Ampol Foodary,202.9,2026-04-26
906,Ampol Foodary Wyong M1 Southbound Diesel,"M1 Southbound, Wyong NSW 2259",Wyong,2259,Ampol Foodary,202.9,2026-04-26
907,Ampol Foodary Wyong M1 Northbound Petrol,"M1 Northbound, Wyong NSW 2259",Wyong,2259,Ampol Foodary,202.9,2026-04-26
913,Shell Reddy Express Broadmeadow,"2 Brunker Rd, Broadmeadow NSW 2292",Broadmeadow,2292,Reddy Express,181.9,2026-04-26
924,Shell Reddy Express North Ryde,"275 Lane Cove Rd, North Ryde NSW 2113",North Ryde,2113,Reddy Express,181.9,2026-04-26
925,Ampol Foodary Yass,"1715 Yass Valley Way, Yass NSW 2582",Yass,2582,Ampol Foodary,176.9,2026-04-26
935,Shell Reddy  Express Terrigal,"250 Terrigal Dr (Cnr Bellbird Ave), Terrigal NSW 2260",Terrigal,2260,Reddy Express,176.9,2026-04-26
936,Ampol Foodary Bomaderry,"341 Princes Hwy, Bomaderry NSW 2541",Bomaderry,2541,Ampol Foodary,176.9,2026-04-26
942,Ampol Foodary Chatswood,"572 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Ampol Foodary,176.9,2026-04-26
945,Ampol Foodary Heathcote Nb,"1403 Princes Hwy, Heathcote NSW 2233",Heathcote,2233,Ampol Foodary,181.9,2026-04-26
946,Shell Reddy Express Charlestown,"128 Pacific Hwy, Charlestown NSW 2290",Charlestown,2290,Reddy Express,181.9,2026-04-26
952,Ampol Foodary Tweed Heads West,"96-98 Kennedy Dr Cnr Barrett St, Tweed Heads West NSW 2485",Tweed Heads West,2485,Ampol Foodary,176.9,2026-04-26
955,Ampol Foodary Glenbrook,"78 Great Western Hwy Cnr Ross St, Glenbrook NSW 2773",Glenbrook,2773,Ampol Foodary,189.9,2026-04-26
956,Ampol Foodary Nowra South,"100 Princes Hwy Cnr Browns Rd, South Nowra NSW 2541",South Nowra,2541,Ampol Foodary,176.9,2026-04-26
957,Shell Reddy  Express Belmont South (NSW),"797 Pacific Hwy, Belmont South NSW 2280",Belmont South,2280,Reddy Express,181.9,2026-04-26
968,Shell Reddy  Express Nelson Bay,"23-27 Stockton St, Nelson Bay NSW 2315",Nelson Bay,2315,Reddy Express,181.9,2026-04-26
971,Shell Reddy Express Wallsend East,"15 Thomas St (Cnr Brook St), Wallsend NSW 2287",Wallsend,2287,Reddy Express,176.9,2026-04-26
972,United Petroleum Umina,"307-313 Ocean Beach Road, UMINA BEACH NSW 2257",UMINA BEACH,2257,United,176.9,2026-04-26
974,Apex Petroleum Kemps Creek - Truck Facilities,"1443 Elizabeth Drive, Kemps Creek NSW 2178",Kemps Creek,2178,Independent,183.5,2026-04-26
975,APEX PETROLEUM VILLAWOOD,"896A Woodville Rd, Villawood NSW 2163",Villawood,2163,Independent,175.7,2026-04-26
976,Metro Belmore,"607 Canterbury Road, Belmore NSW 2192",Belmore,2192,Metro Fuel,175.9,2026-04-26
982,Enhance Albion Park,"253 Princes Hwy, Albion Park Rail NSW 2527",Albion Park Rail,2527,Enhance,177.9,2026-04-26
983,Enhance Barrack Heights,"254-256 Shellharbour Rd, Barrack Heights NSW 2528",Barrack Heights,2528,Enhance,182.9,2026-04-26
984,Enhance Oak Flats,"77 Old Lake Entrance Rd, Oak Flats NSW 2529",Oak Flats,2529,Enhance,179.9,2026-04-26
985,Enhance Robertson,"22 Hoddle St, Robertson NSW 2577",Robertson,2577,Enhance,181.9,2026-04-26
999,BP Denham Court,"505 Campbelltown Road, Denham Court NSW 2565",Denham Court,2565,BP,181.9,2026-04-26
1003,Shell Yagoona,"740 Hume Highway, Yagoona NSW 2199",Yagoona,2199,Shell,177.5,2026-04-26
1005,Metro Fuel Greystanes,"73 Ettalong Rd, Greystanes NSW 2145",Greystanes,2145,Metro Fuel,176.3,2026-04-26
1014,Caltex Kempsey South,"629 Pacific Highway, KEMPSEY SOUTH NSW 2440",KEMPSEY SOUTH,2440,Caltex,194.5,2026-04-26
1020,Metro Fuel Young,"186 Nasmyth St, Young NSW 2594",Young,2594,Metro Fuel,185.9,2026-04-26
1037,Mobil Mittagong,"224 Old Hume Highway, Mittagong NSW 2575",Mittagong,2575,Mobil,176.5,2026-04-26
1041,Shell Liverpool,"104-106 Elizabeth Drive,, Liverpool NSW 2170",", Liverpool",2170,Shell,188.9,2026-04-26
1045,Metro Petroleum Lakemba,"47 Lakemba Street, Belmore NSW 2192",Belmore,2192,Metro Fuel,177.9,2026-04-26
1046,Metro Fuel Canterbury,"280 Canterbury Road, Canterbury NSW 2193",Canterbury,2193,Metro Fuel,179.5,2026-04-26
1047,Pearl Energy South Nowra,"202 Princes Hwy, South Nowra NSW 2541",South Nowra,2541,Pearl Energy,176.5,2026-04-26
1048,Mobil Kangaroo Valley,"32 Moss Vale Road, Kangaroo Valley NSW 2577",Kangaroo Valley,2577,Mobil,176.5,2026-04-26
1065,Budget Goulburn,"53 Sydney Rd, Goulburn NSW 2580",Goulburn,2580,Budget,175.9,2026-04-26
1086,APEX PETROLEUM (WEST RYDE),"898-902 Victoria Rd, West Ryde NSW 2114",West Ryde,2114,Independent,175.7,2026-04-26
1089,Metro Lane Cove North,"533 MOWBRAY RD WEST, LANE COVE NORTH NSW 2066",LANE COVE NORTH,2066,Metro Fuel,173.8,2026-04-26
1099,BP Coolongolook,"Pacific Highway, Coolongolook NSW 2423",Coolongolook,2423,BP,179.5,2026-04-26
1101,Ampol Wallacia,"2510 Silverdale Road, Wallacia NSW 2745",Wallacia,2745,Ampol,189.5,2026-04-26
1102,BP Merriwa,"167 Bettington St, Merriwa NSW 2329",Merriwa,2329,BP,188.9,2026-04-26
1109,Ampol Auburn,"179 Parramatta Road, Auburn NSW 2144",Auburn,2144,Ampol,183.9,2026-04-26
1111,Speedway Caringbah,"66 Captain Cook Drive, Caringbah NSW 2229",Caringbah,2229,Speedway,179.5,2026-04-26
1112,BP Loftus,"127 Loftus Ave, Loftus NSW 2232",Loftus,2232,BP,175.7,2026-04-26
1113,BP Port Kembla,"144 Wentworth Street, Port Kembla NSW 2505",Port Kembla,2505,BP,181.5,2026-04-26
1114,BP Towradgi,"119 Towradgi Road, Towradgi NSW 2518",Towradgi,2518,BP,179.7,2026-04-26
1115,Medco Windale,"4 Lake Street, Windale NSW 2306",Windale,2306,Independent,179.5,2026-04-26
1120,BP Botany,"1579 BOTANY RD, BOTANY NSW 2019",BOTANY,2019,BP,183.9,2026-04-26
1133,BP Bolwarra Heights,"200 Paterson Road, BOLWARRA HEIGHTS NSW 2320",BOLWARRA HEIGHTS,2320,BP,183.9,2026-04-26
1135,BP Griffith,"477 Banna Avenue, Griffith NSW 2680",Griffith,2680,BP,181.9,2026-04-26
1139,BP Gateway Port Macquarie,"Cnr Pacific & Oxley Highways, PORT MACQUARIE NSW 2444",PORT MACQUARIE,2444,BP,209.5,2026-04-26
1142,BP Katoomba,"199 Great Western Highway, Katoomba NSW 2780",Katoomba,2780,BP,187.9,2026-04-26
1146,BP Macksville (Cooper Street),"44 Cooper Street, Macksville NSW 2447",Macksville,2447,BP,199.9,2026-04-26
1148,Caltex Karuah,"403 Tarean Street, Karuah NSW 2324",Karuah,2324,Caltex,198.9,2026-04-26
1150,BP Allambie Heights,"132 Allambie road, Allambie Heights NSW 2100",Allambie Heights,2100,BP,181.8,2026-04-26
1151,BP North Manly,"504 Pittwater road, North Manly NSW 2100",North Manly,2100,BP,184.9,2026-04-26
1152,BP North Willoughby,"157 Penshurst street, Willoughby NSW 2068",Willoughby,2068,BP,182.9,2026-04-26
1153,Speedway Ingleburn,"13/3 Lancester St, Ingleburn NSW 2565",Ingleburn,2565,Speedway,179.5,2026-04-26
1157,BP Muswellbrook,"139-141 Maitland St, MUSWELLBROOK NSW 2333",MUSWELLBROOK,2333,BP,185.9,2026-04-26
1158,BP New Lambton,"105 St. James rd., New Lambton NSW 2302",New Lambton,2302,BP,189.9,2026-04-26
1159,BP Scone,"30 KELLY ST, SCONE NSW 2337",SCONE,2337,BP,196.9,2026-04-26
1167,Shell Helensburgh,"149 - 151 Parkes Street, Helensburgh NSW 2508",Helensburgh,2508,Shell,189.9,2026-04-26
1175,Speedway Westmead,"67-69 Hawkesbury Rd, Westmead NSW 2145",Westmead,2145,Speedway,180.5,2026-04-26
1184,Freedom Fuels Kingscliff,"22-26 Pearl Street, Kingscliff NSW 2487",Kingscliff,2487,Independent,177.5,2026-04-26
1185,Costco Casula (Members only),"20 Parkersfarm Place, Casula NSW 2170",Casula,2170,Costco,172.7,2026-04-26
1186,Speedway Meadows,"359 Elizabeth Drive, Mount Pritchard NSW 2170",Mount Pritchard,2170,Speedway,177.7,2026-04-26
1197,Apex Petroleum Airds,"60 Riverside, Airds NSW 2560",Airds,2560,Independent,178.7,2026-04-26
1198,BP Denistone East,"295 Quarry Rd, Denistone East NSW 2112",Denistone East,2112,BP,185.9,2026-04-26
1206,BP Enfield,"184 Liverpool Road, Enfield NSW 2136",Enfield,2136,BP,189.9,2026-04-26
1207,BP Black Mountain Road House & Motel,"3174 New England Hig, Black Mountain NSW 2365",Black Mountain,2365,Independent,210.9,2026-04-26
1208,Ampol Gerringong,"2 Belinda Street, GERRINGONG NSW 2534",GERRINGONG,2534,Ampol,197.9,2026-04-26
1209,Speedway Auburn,"238 Cumberland Rd, Auburn NSW 2144",Auburn,2144,Speedway,176.5,2026-04-26
1219,BP Belfield,"53 Punchbowl Rd, Belfield NSW 2191",Belfield,2191,BP,189.9,2026-04-26
1220,Speedway Fairfield,"251 The Horsley Drive, Fairfield NSW 2165",Fairfield,2165,Speedway,174.5,2026-04-26
1221,Speedway Earlwood,"200 Homer St, Earlwood NSW 2206",Earlwood,2206,Speedway,179.8,2026-04-26
1229,Budget Campsie,"403 Canterbury Road, Campsie NSW 2194",Campsie,2194,Budget,179.9,2026-04-26
1231,Speedway Horsley Drive,"769 The Horsley Dr, SMITHFIELD NSW 2164",SMITHFIELD,2164,Speedway,176.5,2026-04-26
1232,MATEX FUEL MATRAVILLE,"553 Bunnerong Road, Matraville NSW 2036",Matraville,2036,MATEX FUEL,178.5,2026-04-26
1233,Speedway North St Marys,"91 Glossop St, North St Marys NSW 2760",North St Marys,2760,Speedway,179.5,2026-04-26
1239,Metro Marrickville,"103 SYDENHAM RD, MARRICKVILLE NSW 2204",MARRICKVILLE,2204,Metro Fuel,175.7,2026-04-26
1240,Metro St Andrews,"72 Stranraer Drive, St Andrews NSW 2566",St Andrews,2566,Metro Fuel,179.9,2026-04-26
1242,Speedway Smithfield,"26-28 Smithfield Road, SMITHFIELD NSW 2164",SMITHFIELD,2164,Speedway,176.5,2026-04-26
1260,Budget South Penrith,"184 Smith Street, South Penrith NSW 2750",South Penrith,2750,Budget,186.9,2026-04-26
1268,Independent Riverstone,"129 Piccadilly St, Riverstone NSW 2765",Riverstone,2765,Independent,174.7,2026-04-26
1272,Metro Petroleum Kearsley,"18 Allandale St, KEARSLEY NSW 2325",KEARSLEY,2325,Metro Fuel,183.5,2026-04-26
1282,Speedway Miranda,"181 The Boulevarde, Miranda NSW 2228",Miranda,2228,Speedway,179.9,2026-04-26
1283,Speedway Blacktown,"90 Blacktown Road, Blacktown NSW 2148",Blacktown,2148,Speedway,179.7,2026-04-26
1296,Metro Wyangan,"7  Wyangan Avenue, Griffith NSW 2680",Griffith,2680,Metro Fuel,179.5,2026-04-26
1311,Budget Petrol,"37 Crystal St., Petersham NSW 2049",Petersham,2049,Budget,179.9,2026-04-26
1315,Metro Shelly Beach,"50 Shelly Beach Rd, Shelly Beach NSW 2261",Shelly Beach,2261,Metro Fuel,185.7,2026-04-26
1317,Mobil Faulconbridge,"450 Great Western Hw, Faulconbridge NSW 2776",Faulconbridge,2776,Mobil,186.9,2026-04-26
1334,Speedway Regents Park,"27-29 Amy Steet, Regents Park NSW 2143",Regents Park,2143,Speedway,179.9,2026-04-26
1338,Metro Peakhurst,"836 FOREST RD, PEAKHURST NSW 2210",PEAKHURST,2210,Metro Fuel,176.9,2026-04-26
1344,Budget  Erskineville,"25-33 Erskineville Road, ERSKINEVILLE NSW 2043",ERSKINEVILLE,2043,Budget,179.9,2026-04-26
1345,Mobil Goulburn,"129 Lagoon Street, Goulburn NSW 2580",Goulburn,2580,Mobil,179.7,2026-04-26
1348,Metro Ourimbah,"161-163 Pacific Hwy, Ourimbah NSW 2258",Ourimbah,2258,Metro Fuel,179.9,2026-04-26
1356,Metro Minto,"1 Brookfield Road, Minto NSW 2566",Minto,2566,Metro Fuel,179.9,2026-04-26
1357,Metro Marrickville,"379 Enmore Road, Marrickville NSW 2204",Marrickville,2204,Metro Fuel,184.9,2026-04-26
1362,Budget Kingsgrove,"2 Commercial Rd, Kingsgrove NSW 2208",Kingsgrove,2208,Budget,179.9,2026-04-26
1367,Budget Granville,"27 Woodville Rd, Granville NSW 2142",Granville,2142,Budget,179.9,2026-04-26
1377,Metro Fuel Hornsby,"275 Pacific Highway, Hornsby NSW 2077",Hornsby,2077,Metro Fuel,172.9,2026-04-26
1380,Metro Petroleum Gwandalan,"47 Orana Road, Gwandalan NSW 2259",Gwandalan,2259,Metro Fuel,190.9,2026-04-26
1384,BP Urunga,"8451 Pacific Highway, Urunga NSW 2455",Urunga,2455,BP,199.9,2026-04-26
1388,Enhance Gerringong,"142 Fern St, Gerringong NSW 2534",Gerringong,2534,Enhance,195.9,2026-04-26
1393,BP Greystanes,"2-4 Kippax St, Greystanes NSW 2145",Greystanes,2145,BP,184.9,2026-04-26
1399,Budget Moorebank,"68 Nuwarra Road, Moorebank NSW 2170",Moorebank,2170,Budget,177.9,2026-04-26
1400,Independent Oberon,"187, Oberon Street, Oberon NSW 2787","Oberon Street, Oberon",2787,Independent,186.9,2026-04-26
1406,Independent Culburra Beach,"159 Prince Edward Av, Culburra Beach NSW 2540",Culburra Beach,2540,Independent,197.9,2026-04-26
1407,Metro Fuel Frenchs Forest,"663 Warringah Road, Forestville NSW 2087",Forestville,2087,Metro Fuel,174.9,2026-04-26
1412,BP Turramurra,"213 Kissing Point Rd, Turramurra NSW 2074",Turramurra,2074,BP,181.9,2026-04-26
1413,BP Engadine,"963 Old Princes Hwy, Engadine NSW 2233",Engadine,2233,BP,181.9,2026-04-26
1415,Speedway Sunnyholt,"162 Sunnyholt Rd, Blacktown NSW 2148",Blacktown,2148,Speedway,176.7,2026-04-26
1428,Metro Fuel Fairfield,"130 Hamilton  Road, Fairfield NSW 2165",Fairfield,2165,Metro Fuel,176.5,2026-04-26
1444,SPEEDWAY BEACON HILL.,"214 Warringah Road, Beacon Hill NSW 2100",Beacon Hill,2100,Speedway,177.9,2026-04-26
1449,Metro Fuel Doonside,"198 Hill End Road, Doonside NSW 2767",Doonside,2767,Metro Fuel,176.7,2026-04-26
1483,BUDGET PETROL BEXLEY ROAD CAMPSIE,"65 Bexley Rd, Campsie NSW 2194",Campsie,2194,Budget,179.9,2026-04-26
1490,Metro Fuel Homebush,"134 John Street, Lidcombe NSW 2141",Lidcombe,2141,Metro Fuel,176.5,2026-04-26
1495,Shell Deniliquin,"375 Cressy St, Deniliquin NSW 2710",Deniliquin,2710,Shell,194.9,2026-04-26
1496,BP North Rocks,"369 North Rocks Rd, North Rocks NSW 2151",North Rocks,2151,BP,181.9,2026-04-26
1502,Mobil 1 Carlingford Car Care,"482 North Rocks Rd, Carlingford NSW 2118",Carlingford,2118,Mobil 1 Carlingford Car Care,181.9,2026-04-26
1511,Mobil The Oaks,"1190 Burragorang Rd, The Oaks NSW 2570",The Oaks,2570,Mobil,194.9,2026-04-26
1513,Mobil Silverdale,"2320 Silverdale Rd, Silverdale NSW 2752",Silverdale,2752,Mobil,189.9,2026-04-26
1515,Independent Gunnedah,"3 Railway Ave, Gunnedah NSW 2380",Gunnedah,2380,HopeFuel,184.9,2026-04-26
1516,Metro Fuel Cremorne,"51 Spofforth St, CREMORNE NSW 2090",CREMORNE,2090,Metro Fuel,181.9,2026-04-26
1517,Budget Kogarah,"132 Princes Hway, Kogarah NSW 2217",Kogarah,2217,Budget,175.7,2026-04-26
1518,BP Summer Hill,"3 Carlton Cres, Summer Hill NSW 2130",Summer Hill,2130,BP,179.9,2026-04-26
1519,Budget Petrol Eastlakes,"102 Maloney St, Eastlakes NSW 2018",Eastlakes,2018,Budget,179.9,2026-04-26
1521,BP Horsley Park,"1642 The Horsley Dr, Horsley Park NSW 2164",Horsley Park,2164,BP,179.9,2026-04-26
1522,BP Cabramatta West,"90 Joseph St, Cabramatta West NSW 2166",Cabramatta West,2166,BP,181.9,2026-04-26
1533,APCO Albury,"997 Mate Street, Albury NSW 2640",Albury,2640,APCO,185.5,2026-04-26
1539,Budget Bexley,"295 FOREST RD, BEXLEY NSW 2207",BEXLEY,2207,Budget,178.9,2026-04-26
1540,Budget Oatley,"12B Oatley Parade, Oatley NSW 2223",Oatley,2223,Budget,178.9,2026-04-26
1542,BP Queanbeyan,"52 Yass Road Queanbeyan, Queanbeyan NSW 2620",Queanbeyan,2620,BP,188.9,2026-04-26
