fold,regime,val_start,val_end,val_rows,n_lated,run,n_features,seed,ll_all,ll_hard25,ll_hard10,ll_lated,fit_s
6,normal,2023-01-29,2023-04-28,57361,2116,RAC_full,54,45,0.21598299943748867,0.7585026766789316,1.2325339562157271,0.32134431892742227,3.2723471249919385
6,normal,2023-01-29,2023-04-28,57361,2116,RAC_full,54,46,0.2205023458645897,0.7684855590092537,1.2629935285642637,0.3117697155276776,3.2993634580052458
7,normal,2023-04-29,2023-07-27,57651,12504,R0,50,42,0.2511904800024137,0.8269285741934875,1.3538770131890494,0.5074066021746215,3.1249003749981057
7,normal,2023-04-29,2023-07-27,57651,12504,R0,50,43,0.252871999704987,0.8061351668386052,1.287254051228475,0.5034360370482098,4.0523346250120085
7,normal,2023-04-29,2023-07-27,57651,12504,R0,50,44,0.2685863638577919,0.8790184169738892,1.3511304593828846,0.5526597358492933,4.501435833997675
7,normal,2023-04-29,2023-07-27,57651,12504,R0,50,45,0.25757415603004474,0.8166556604469495,1.2608374905527389,0.5168473312298985,3.7235435000038706
7,normal,2023-04-29,2023-07-27,57651,12504,R0,50,46,0.30060103609454913,0.8147620124492151,1.2697108795809389,0.5133892627374705,3.2183260829915525
7,normal,2023-04-29,2023-07-27,57651,12504,RA_level,51,42,0.2729248892737092,0.8803394731679459,1.3233247240228774,0.5690712564067871,3.996135207999032
7,normal,2023-04-29,2023-07-27,57651,12504,RA_level,51,43,0.2890916711355367,0.9433033566330266,1.4087580692348503,0.6163003705204925,3.408580624993192
7,normal,2023-04-29,2023-07-27,57651,12504,RA_level,51,44,0.294574657851145,0.9598209602406212,1.4170674348893264,0.6466770469688812,3.445100957993418
7,normal,2023-04-29,2023-07-27,57651,12504,RA_level,51,45,0.27432313816680187,0.877778298964382,1.3287224152411443,0.561461067154349,3.2609813750023022
7,normal,2023-04-29,2023-07-27,57651,12504,RA_level,51,46,0.2919252636988464,0.9440653699864388,1.3861511854434128,0.627063277890299,3.216750833002152
7,normal,2023-04-29,2023-07-27,57651,12504,RA_delta,51,42,0.2566445093840504,0.8351836064220515,1.307135499167685,0.5254961862715334,3.166929709012038
7,normal,2023-04-29,2023-07-27,57651,12504,RA_delta,51,43,0.2549492417010929,0.8220786007518488,1.3073564194910547,0.50624735087377,3.1885854169959202
7,normal,2023-04-29,2023-07-27,57651,12504,RA_delta,51,44,0.2559986125402773,0.8221100945514821,1.2814301024472698,0.510997819991848,3.7323974999890197
7,normal,2023-04-29,2023-07-27,57651,12504,RA_delta,51,45,0.2649502131176434,0.8552151323851411,1.338097921007167,0.5264620786051887,3.3728257500042673
7,normal,2023-04-29,2023-07-27,57651,12504,RA_delta,51,46,0.25505838079161564,0.8187695100115863,1.2782990367757334,0.49654149842960277,3.3427394589962205
7,normal,2023-04-29,2023-07-27,57651,12504,RA_both,52,42,0.2808050746447736,0.9066814598266689,1.3890672095034888,0.5863162156286834,3.3488651250081602
